filename,status,objective,gap,work_units,runtime_seconds,initial_gap,simplex_iters,nodes
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_only_ys__seed2145.out,Optimal solution found,1.000000000000e+03,0.0000%,6.54,5.99,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_only_ys__seed6710.out,Optimal solution found,1.000000000000e+03,0.0000%,219.50,128.82,3.58%,110807,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_only_xs__seed5210.out,Optimal solution found,1.000000000000e+03,0.0000%,7.54,6.14,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_only_xs__seed8164.out,Optimal solution found,1.000000000000e+03,0.0000%,6.35,5.71,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_separate__seed1082.out,Optimal solution found,1.000000000000e+03,0.0000%,128.08,76.50,0.31%,110745,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_mixed__seed8956.out,Optimal solution found,1.000000000000e+03,0.0000%,6.56,6.06,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_only_ys__seed3790.out,Optimal solution found,1.000000000000e+03,0.0000%,5.29,5.45,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_pure_linear_x_and_y__seed7719.out,Optimal solution found,1.000000000000e+03,0.0000%,1119.19,649.39,31.4%,2017322,30
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_separate__seed4313.out,Optimal solution found,1.000000000000e+03,0.0000%,7.73,6.40,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_linear_y__seed1232.out,Optimal solution found,1.000000000000e+03,0.0000%,142.51,82.43,1.29%,103726,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_only_xs__seed8687.out,Optimal solution found,1.000000000000e+03,0.0000%,7.76,6.43,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_linear_y__seed8721.out,Optimal solution found,1.000000000000e+03,0.0000%,188.07,108.64,0.41%,126535,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_linear_x__seed8950.out,Optimal solution found,1.000000000000e+03,0.0000%,151.19,78.89,0.11%,129409,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_only_ys__seed2881.out,Optimal solution found,1.000000000000e+03,0.0000%,5.29,5.44,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_only_xs__seed3769.out,Optimal solution found,1.000000000000e+03,0.0000%,7.52,6.11,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_pure_linear_only_y__seed5458.out,Optimal solution found,1.000000000000e+03,0.0000%,1079.94,555.73,31.0%,1623696,181
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_linear_x__seed4511.out,Optimal solution found,1.000000000000e+03,0.0000%,122.30,62.67,0.11%,119812,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_pure_linear_only_x__seed4838.out,Optimal solution found,1.000000000000e+03,0.0000%,788.14,439.39,33.4%,782686,24
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_only_ys__seed4139.out,Optimal solution found,1.000000000000e+03,0.0000%,349.59,184.49,2.73%,119220,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_linear_x__seed3449.out,Optimal solution found,1.000000000000e+03,0.0000%,108.10,80.35,7.76%,122661,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_separate__seed3058.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.76,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_separate__seed3906.out,Optimal solution found,1.000000000000e+03,0.0000%,6.41,5.84,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_separate__seed3735.out,Optimal solution found,1.000000000000e+03,0.0000%,6.43,5.89,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_pure_linear_x_and_y__seed5638.out,Optimal solution found,1.000000000000e+03,0.0000%,1171.78,584.68,33.2%,873529,27
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_only_ys__seed2595.out,Optimal solution found,1.000000000000e+03,0.0000%,6.51,6.15,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_pure_linear_only_y__seed4603.out,Optimal solution found,1.000000000000e+03,0.0000%,751.04,340.50,32.7%,192961,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_only_ys__seed2746.out,Optimal solution found,1.000000000000e+03,0.0000%,5.29,5.43,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_pure_linear_only_x__seed4143.out,Optimal solution found,1.000000000000e+03,0.0000%,1159.05,602.27,33.3%,1683180,324
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_linear_x__seed9649.out,Optimal solution found,1.000000000000e+03,0.0000%,115.91,69.12,1.39%,103275,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_linear_x__seed5171.out,Optimal solution found,1.000000000000e+03,0.0000%,121.00,80.68,8.68%,139079,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_mixed__seed7864.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.81,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_only_xs__seed1242.out,Optimal solution found,1.000000000000e+03,0.0000%,17.22,10.91,0.00%,84883,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_linear_x__seed1211.out,Optimal solution found,1.000000000000e+03,0.0000%,88.82,47.32,1.10%,129012,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_pure_linear_only_x__seed7273.out,Optimal solution found,1.000000000000e+03,0.0000%,1215.49,667.73,33.3%,4735282,1113
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_linear_x__seed9029.out,Optimal solution found,1.000000000000e+03,0.0000%,124.21,80.36,8.85%,122175,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_linear_x__seed8266.out,Optimal solution found,1.000000000000e+03,0.0000%,89.00,46.19,0.41%,93917,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_separate__seed6818.out,Optimal solution found,1.000000000000e+03,0.0000%,515.68,244.73,2.35%,123775,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_mixed__seed4967.out,Optimal solution found,1.000000000000e+03,0.0000%,8.93,6.95,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_only_xs__seed2415.out,Optimal solution found,1.000000000000e+03,0.0000%,157.48,85.36,0.60%,98256,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_mixed__seed3991.out,Optimal solution found,1.000000000000e+03,0.0000%,13.85,10.03,0.00%,79755,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_linear_y__seed8191.out,Optimal solution found,1.000000000000e+03,0.0000%,151.10,83.16,0.11%,139642,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_mixed__seed5196.out,Optimal solution found,1.000000000000e+03,0.0000%,6.38,5.77,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_linear_x__seed6378.out,Optimal solution found,1.000000000000e+03,0.0000%,87.34,51.14,1.39%,98557,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_pure_linear_only_y__seed5660.out,,,0.0999%,1896.45,1233.67,33.3%,307686,17
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_only_ys__seed3848.out,Optimal solution found,1.000000000000e+03,0.0000%,285.86,146.35,3.85%,38276,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_pure_linear_only_y__seed5279.out,Optimal solution found,1.000000000000e+03,0.0000%,356.07,166.60,32.2%,15155,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_pure_linear_x_and_y__seed3289.out,Optimal solution found,1.000000000000e+03,0.0000%,346.62,161.95,33.3%,14443,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_only_ys__seed1072.out,Optimal solution found,1.000000000000e+03,0.0000%,6.51,6.17,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_pure_linear_only_x__seed9920.out,Optimal solution found,1.000000000000e+03,0.0000%,1135.12,746.56,33.3%,220177,19
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_pure_linear_only_x__seed9848.out,Optimal solution found,1.000000000000e+03,0.0000%,1085.90,545.26,33.3%,233856,18
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_linear_x__seed4607.out,Optimal solution found,1.000000000000e+03,0.0000%,6.38,5.89,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_only_xs__seed4339.out,Optimal solution found,1.000000000000e+03,0.0000%,26.06,14.77,0.00%,86835,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_pure_linear_only_y__seed8603.out,Optimal solution found,1.000000000000e+03,0.0000%,1085.90,573.80,31.9%,610787,24
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_only_ys__seed1089.out,Optimal solution found,1.000000000000e+03,0.0000%,6.38,5.81,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_linear_y__seed2578.out,Optimal solution found,1.000000000000e+03,0.0000%,178.58,93.35,0.21%,113529,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_linear_y__seed5434.out,Optimal solution found,1.000000000000e+03,0.0000%,9.58,7.26,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_mixed__seed5286.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.82,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_linear_y__seed3574.out,Optimal solution found,1.000000000000e+03,0.0000%,7.54,6.22,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_pure_linear_only_y__seed2315.out,Optimal solution found,1.000000000000e+03,0.0000%,1350.97,706.15,33.0%,1052053,191
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_mixed__seed9286.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.75,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_pure_linear_only_x__seed4573.out,Optimal solution found,1.000000000000e+03,0.0000%,274.57,144.44,33.3%,104087,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_only_xs__seed9162.out,Optimal solution found,1.000000000000e+03,0.0000%,7.54,6.05,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_only_ys__seed2599.out,Optimal solution found,1.000000000000e+03,0.0000%,372.55,199.42,2.35%,120871,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_linear_y__seed4732.out,Optimal solution found,1.000000000000e+03,0.0000%,108.94,63.06,0.11%,121969,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_pure_linear_only_y__seed9701.out,Optimal solution found,1.000000000000e+03,0.0000%,332.85,154.88,30.6%,14409,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_mixed__seed2823.out,Optimal solution found,1.000000000000e+03,0.0000%,6.59,5.99,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_separate__seed7748.out,Optimal solution found,1.000000000000e+03,0.0000%,7.64,6.18,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_mixed__seed6981.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.82,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_mixed__seed9495.out,Optimal solution found,1.000000000000e+03,0.0000%,7.90,6.54,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_linear_x__seed3816.out,Optimal solution found,1.000000000000e+03,0.0000%,6.38,5.96,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_only_ys__seed3018.out,Optimal solution found,1.000000000000e+03,0.0000%,6.38,5.85,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_mixed__seed7123.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.76,0.00%,0,1
